Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer_ID,Country,Revenue,Year,Month,YearMonth,Weekday
536591,22378,WALL TIDY RETROSPOT ,1.0,2010-12-01 16:57:00,2.1,14606,United Kingdom,2.1,2010,12,2010-12,4
536595,21137,BLACK RECORD COVER FRAME,60.0,2010-12-01 17:24:00,3.39,13576,United Kingdom,203.4,2010,12,2010-12,4
536597,72802C,VANILLA SCENT CANDLE JEWELLED BOX,3.0,2010-12-01 17:35:00,4.25,18011,United Kingdom,12.75,2010,12,2010-12,4
536607,22365,DOORMAT RESPECTABLE HOUSE,2.0,2010-12-02 09:29:00,7.95,17732,United Kingdom,15.9,2010,12,2010-12,5
536618,22555,PLASTERS IN TIN STRONGMAN,24.0,2010-12-02 10:17:00,1.65,17017,United Kingdom,39.599999999999994,2010,12,2010-12,5
536619,22960,JAM MAKING SET WITH JARS,12.0,2010-12-02 10:18:00,3.75,17017,United Kingdom,45.0,2010,12,2010-12,5
536621,22549,PICTURE DOMINOES,24.0,2010-12-02 10:35:00,1.45,13108,United Kingdom,34.8,2010,12,2010-12,5
536623,21071,VINTAGE BILLBOARD DRINK ME MUG,12.0,2010-12-02 10:39:00,1.25,15601,United Kingdom,15.0,2010,12,2010-12,5
536627,22927,GREEN GIANT GARDEN THERMOMETER,2.0,2010-12-02 10:53:00,5.95,15658,United Kingdom,11.9,2010,12,2010-12,5
536630,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,6.0,2010-12-02 10:56:00,1.65,17850,United Kingdom,9.899999999999999,2010,12,2010-12,5
536632,22961,JAM MAKING SET PRINTED,12.0,2010-12-02 11:02:00,1.45,14388,United Kingdom,17.4,2010,12,2010-12,5
536638,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4.0,2010-12-02 11:41:00,3.75,16244,United Kingdom,15.0,2010,12,2010-12,5
536639,22822,CREAM WALL PLANTER HEART SHAPED,2.0,2010-12-02 11:45:00,5.95,15111,United Kingdom,11.9,2010,12,2010-12,5
536690,37370,RETRO COFFEE MUGS ASSORTED,6.0,2010-12-02 12:25:00,1.06,17850,United Kingdom,6.36,2010,12,2010-12,5
536690,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6.0,2010-12-02 12:25:00,3.39,17850,United Kingdom,20.34,2010,12,2010-12,5
536698,85227,SET OF 6 3D KIT CARDS FOR KIDS,12.0,2010-12-02 12:28:00,0.85,15363,United Kingdom,10.2,2010,12,2010-12,5
536733,21086,SET/6 RED SPOTTY PAPER CUPS,36.0,2010-12-02 12:50:00,0.65,15738,United Kingdom,23.400000000000002,2010,12,2010-12,5
536739,22849,BREAD BIN DINER STYLE MINT,1.0,2010-12-02 13:08:00,16.95,14180,United Kingdom,16.95,2010,12,2010-12,5
536754,84754,S/15 SILVER GLASS BAUBLES IN BAG,1.0,2010-12-02 14:09:00,1.25,14449,United Kingdom,1.25,2010,12,2010-12,5
536754,22296,HEART IVORY TRELLIS LARGE,5.0,2010-12-02 14:09:00,1.65,14449,United Kingdom,8.25,2010,12,2010-12,5
536754,20759,CHRYSANTHEMUM POCKET BOOK ,1.0,2010-12-02 14:09:00,0.85,14449,United Kingdom,0.85,2010,12,2010-12,5
536769,22084,PAPER CHAIN KIT EMPIRE,6.0,2010-12-02 14:47:00,2.95,17581,United Kingdom,17.700000000000003,2010,12,2010-12,5
536778,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4.0,2010-12-02 15:03:00,3.75,13138,United Kingdom,15.0,2010,12,2010-12,5
536784,22585,PACK OF 6 BIRDY GIFT TAGS,72.0,2010-12-02 15:20:00,1.25,15061,United Kingdom,90.0,2010,12,2010-12,5
536796,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1.0,2010-12-02 15:46:00,2.55,15574,United Kingdom,2.55,2010,12,2010-12,5
536800,22727,ALARM CLOCK BAKELIKE RED ,4.0,2010-12-02 16:12:00,3.75,14829,United Kingdom,15.0,2010,12,2010-12,5
536804,37370,RETRO COFFEE MUGS ASSORTED,72.0,2010-12-02 16:34:00,1.06,14031,United Kingdom,76.32000000000001,2010,12,2010-12,5
536833,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,12.0,2010-12-02 17:48:00,0.85,18239,United Kingdom,10.2,2010,12,2010-12,5
536836,21231,SWEETHEART CERAMIC TRINKET BOX,20.0,2010-12-02 18:08:00,1.25,18168,United Kingdom,25.0,2010,12,2010-12,5
536837,85049A,TRADITIONAL CHRISTMAS RIBBONS,6.0,2010-12-02 18:15:00,1.25,14395,United Kingdom,7.5,2010,12,2010-12,5
536840,22961,JAM MAKING SET PRINTED,12.0,2010-12-02 18:27:00,1.45,12738,Germany,17.4,2010,12,2010-12,5
536840,22215,CAKE STAND WHITE TWO TIER LACE,2.0,2010-12-02 18:27:00,8.5,12738,Germany,17.0,2010,12,2010-12,5
536840,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24.0,2010-12-02 18:27:00,0.55,12738,Germany,13.200000000000001,2010,12,2010-12,5
536845,21821,GLITTER STAR GARLAND WITH BELLS ,1.0,2010-12-02 19:18:00,3.75,17961,United Kingdom,3.75,2010,12,2010-12,5
536845,20727,LUNCH BAG  BLACK SKULL.,1.0,2010-12-02 19:18:00,1.65,17961,United Kingdom,1.65,2010,12,2010-12,5
536845,20615,BLUE POLKADOT PASSPORT COVER,1.0,2010-12-02 19:18:00,2.1,17961,United Kingdom,2.1,2010,12,2010-12,5
536846,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1.0,2010-12-02 19:59:00,2.1,14573,United Kingdom,2.1,2010,12,2010-12,5
536857,22507,MEMO BOARD RETROSPOT  DESIGN,1.0,2010-12-03 10:33:00,4.95,16883,United Kingdom,4.95,2010,12,2010-12,6
536857,21870,I CAN ONLY PLEASE ONE PERSON MUG,6.0,2010-12-03 10:33:00,1.25,16883,United Kingdom,7.5,2010,12,2010-12,6
536863,22653,BUTTON BOX ,2.0,2010-12-03 11:19:00,1.95,17967,United Kingdom,3.9,2010,12,2010-12,6
536874,22405,MONEY BOX POCKET MONEY DESIGN,1.0,2010-12-03 11:35:00,1.25,16891,United Kingdom,1.25,2010,12,2010-12,6
536874,22222,CAKE PLATE LOVEBIRD WHITE,1.0,2010-12-03 11:35:00,4.95,16891,United Kingdom,4.95,2010,12,2010-12,6
536944,20727,LUNCH BAG  BLACK SKULL.,60.0,2010-12-03 12:20:00,1.65,12557,Spain,99.0,2010,12,2010-12,6
536945,21678,PAISLEY PATTERN  STICKERS,1.0,2010-12-03 12:24:00,0.85,14083,United Kingdom,0.85,2010,12,2010-12,6
536945,21465,PINK FLOWER CROCHET FOOD COVER,1.0,2010-12-03 12:24:00,3.75,14083,United Kingdom,3.75,2010,12,2010-12,6
536946,84879,ASSORTED COLOUR BIRD ORNAMENT,16.0,2010-12-03 12:28:00,1.69,13013,United Kingdom,27.04,2010,12,2010-12,6
536947,21844,RED RETROSPOT MUG,6.0,2010-12-03 12:29:00,2.95,13013,United Kingdom,17.700000000000003,2010,12,2010-12,6
536947,22072,RED RETROSPOT TEA CUP AND SAUCER ,4.0,2010-12-03 12:29:00,3.75,13013,United Kingdom,15.0,2010,12,2010-12,6
536956,21533,RETROSPOT LARGE MILK JUG,3.0,2010-12-03 12:43:00,4.95,14210,United Kingdom,14.850000000000001,2010,12,2010-12,6
536973,22637,PIGGY BANK RETROSPOT ,4.0,2010-12-03 13:43:00,2.55,17787,United Kingdom,10.2,2010,12,2010-12,6
536975,22849,BREAD BIN DINER STYLE MINT,2.0,2010-12-03 14:04:00,16.95,14911,EIRE,33.9,2010,12,2010-12,6
536975,84849A,HELLO SAILOR BLUE SOAP HOLDER,12.0,2010-12-03 14:04:00,1.69,14911,EIRE,20.28,2010,12,2010-12,6
536977,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,7.0,2010-12-03 14:18:00,0.85,17954,United Kingdom,5.95,2010,12,2010-12,6
536985,22504,CABIN BAG VINTAGE RETROSPOT,1.0,2010-12-03 14:40:00,29.95,15373,United Kingdom,29.95,2010,12,2010-12,6
536987,90128B,BLUE LEAVES AND BEADS PHONE CHARM,1.0,2010-12-03 14:54:00,1.25,17198,United Kingdom,1.25,2010,12,2010-12,6
536987,48184,DOORMAT ENGLISH ROSE ,1.0,2010-12-03 14:54:00,7.95,17198,United Kingdom,7.95,2010,12,2010-12,6
536989,21931,JUMBO STORAGE BAG SUKI,1.0,2010-12-03 15:10:00,1.95,17238,United Kingdom,1.95,2010,12,2010-12,6
536993,21933,PINK VINTAGE PAISLEY PICNIC BAG,1.0,2010-12-03 15:19:00,2.95,14396,United Kingdom,2.95,2010,12,2010-12,6
536993,22111,SCOTTIE DOG HOT WATER BOTTLE,1.0,2010-12-03 15:19:00,4.95,14396,United Kingdom,4.95,2010,12,2010-12,6
537031,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12.0,2010-12-03 16:45:00,1.25,16455,United Kingdom,15.0,2010,12,2010-12,6
537034,21947,SET OF 6 HEART CHOPSTICKS,12.0,2010-12-03 17:20:00,1.25,13081,United Kingdom,15.0,2010,12,2010-12,6
537036,84792,ENCHANTED BIRD COATHANGER 5 HOOK,1.0,2010-12-03 17:28:00,4.65,15545,United Kingdom,4.65,2010,12,2010-12,6
537041,22726,ALARM CLOCK BAKELIKE GREEN,4.0,2010-12-05 10:36:00,3.75,16033,United Kingdom,15.0,2010,12,2010-12,1
537041,22427,ENAMEL FLOWER JUG CREAM,1.0,2010-12-05 10:36:00,5.95,16033,United Kingdom,5.95,2010,12,2010-12,1
537042,22423,REGENCY CAKESTAND 3 TIER,1.0,2010-12-05 10:45:00,12.75,13838,United Kingdom,12.75,2010,12,2010-12,1
537044,72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,6.0,2010-12-05 10:52:00,4.25,18055,United Kingdom,25.5,2010,12,2010-12,1
537044,21479,WHITE SKULL HOT WATER BOTTLE ,4.0,2010-12-05 10:52:00,3.75,18055,United Kingdom,15.0,2010,12,2010-12,1
537045,21181,PLEASE ONE PERSON METAL SIGN,2.0,2010-12-05 10:54:00,2.1,15038,United Kingdom,4.2,2010,12,2010-12,1
537047,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,2.0,2010-12-05 11:02:00,1.65,13069,United Kingdom,3.3,2010,12,2010-12,1
537050,21716,BOYS VINTAGE TIN SEASIDE BUCKET,5.0,2010-12-05 11:10:00,2.55,14800,United Kingdom,12.75,2010,12,2010-12,1
537050,85124C,GREEN JUICY FRUIT PHOTO FRAME,6.0,2010-12-05 11:10:00,2.55,14800,United Kingdom,15.299999999999999,2010,12,2010-12,1
537051,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3.0,2010-12-05 11:12:00,2.95,15708,United Kingdom,8.850000000000001,2010,12,2010-12,1
537054,21824,PAINTED METAL STAR WITH HOLLY BELLS,1.0,2010-12-05 11:40:00,1.45,16931,United Kingdom,1.45,2010,12,2010-12,1
537054,85227,SET OF 6 3D KIT CARDS FOR KIDS,6.0,2010-12-05 11:40:00,0.85,16931,United Kingdom,5.1,2010,12,2010-12,1
537054,85174,S/4 CACTI CANDLES,1.0,2010-12-05 11:40:00,4.95,16931,United Kingdom,4.95,2010,12,2010-12,1
537057,22988,SOLDIERS EGG CUP ,2.0,2010-12-05 11:49:00,1.25,15351,United Kingdom,2.5,2010,12,2010-12,1
537057,85214,TUB 24 PINK FLOWER PEGS,12.0,2010-12-05 11:49:00,1.65,15351,United Kingdom,19.799999999999997,2010,12,2010-12,1
537057,22433,WATERING CAN GREEN DINOSAUR,3.0,2010-12-05 11:49:00,1.95,15351,United Kingdom,5.85,2010,12,2010-12,1
537059,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,1.0,2010-12-05 11:54:00,1.25,14813,United Kingdom,1.25,2010,12,2010-12,1
537126,84006,MAGIC TREE -PAPER FLOWERS,3.0,2010-12-05 12:13:00,0.85,18118,United Kingdom,2.55,2010,12,2010-12,1
537126,21733,RED HANGING HEART T-LIGHT HOLDER,4.0,2010-12-05 12:13:00,2.95,18118,United Kingdom,11.8,2010,12,2010-12,1
537128,79321,CHILLI LIGHTS,4.0,2010-12-05 12:15:00,4.95,12841,United Kingdom,19.8,2010,12,2010-12,1
537128,77101A,UNION FLAG WINDSOCK,4.0,2010-12-05 12:15:00,1.25,12841,United Kingdom,5.0,2010,12,2010-12,1
537130,22784,LANTERN CREAM GAZEBO ,4.0,2010-12-05 12:23:00,4.95,17796,United Kingdom,19.8,2010,12,2010-12,1
537135,22835,HOT WATER BOTTLE I AM SO POORLY,1.0,2010-12-05 12:35:00,4.65,17059,United Kingdom,4.65,2010,12,2010-12,1
537135,22733,3D TRADITIONAL CHRISTMAS STICKERS,2.0,2010-12-05 12:35:00,1.25,17059,United Kingdom,2.5,2010,12,2010-12,1
537136,21413,PERIWINKLE T-LIGHT HOLDER,1.0,2010-12-05 12:42:00,1.25,12748,United Kingdom,1.25,2010,12,2010-12,1
537136,21983,PACK OF 12 BLUE PAISLEY TISSUES ,12.0,2010-12-05 12:42:00,0.29,12748,United Kingdom,3.4799999999999995,2010,12,2010-12,1
537137,22494,EMERGENCY FIRST AID TIN ,6.0,2010-12-05 12:43:00,1.25,16327,United Kingdom,7.5,2010,12,2010-12,1
537138,84508C,BLUE CIRCLES DESIGN TEDDY,4.0,2010-12-05 12:44:00,2.55,17211,United Kingdom,10.2,2010,12,2010-12,1
537140,62018,SOMBRERO ,1.0,2010-12-05 12:53:00,1.95,12748,United Kingdom,1.95,2010,12,2010-12,1
537141,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,10.0,2010-12-05 12:57:00,2.95,15570,United Kingdom,29.5,2010,12,2010-12,1
537141,22730,ALARM CLOCK BAKELIKE IVORY,4.0,2010-12-05 12:57:00,3.75,15570,United Kingdom,15.0,2010,12,2010-12,1
537144,21504,SKULLS GREETING CARD,12.0,2010-12-05 13:00:00,0.42,15880,United Kingdom,5.04,2010,12,2010-12,1
537144,20764,ABSTRACT CIRCLES SKETCHBOOK ,1.0,2010-12-05 13:00:00,3.75,15880,United Kingdom,3.75,2010,12,2010-12,1
537144,47579,TEA TIME BREAKFAST BASKET,1.0,2010-12-05 13:00:00,2.1,15880,United Kingdom,2.1,2010,12,2010-12,1
537153,22560,TRADITIONAL MODELLING CLAY,8.0,2010-12-05 13:03:00,1.25,16718,United Kingdom,10.0,2010,12,2010-12,1
537153,22867,HAND WARMER BIRD DESIGN,9.0,2010-12-05 13:03:00,2.1,16718,United Kingdom,18.900000000000002,2010,12,2010-12,1
537154,22654,DELUXE SEWING KIT ,4.0,2010-12-05 13:05:00,5.95,15808,United Kingdom,23.8,2010,12,2010-12,1
537155,20980,36 PENCILS TUBE POSY,1.0,2010-12-05 13:05:00,1.25,12748,United Kingdom,1.25,2010,12,2010-12,1
537159,22865,HAND WARMER OWL DESIGN,7.0,2010-12-05 13:17:00,2.1,14527,United Kingdom,14.700000000000001,2010,12,2010-12,1
537160,22865,HAND WARMER OWL DESIGN,1.0,2010-12-05 13:18:00,2.1,14161,United Kingdom,2.1,2010,12,2010-12,1
537192,22065,CHRISTMAS PUDDING TRINKET POT ,2.0,2010-12-05 13:42:00,1.45,16402,United Kingdom,2.9,2010,12,2010-12,1
537192,22962,JAM JAR WITH PINK LID,6.0,2010-12-05 13:42:00,0.85,16402,United Kingdom,5.1,2010,12,2010-12,1
537193,21824,PAINTED METAL STAR WITH HOLLY BELLS,3.0,2010-12-05 13:49:00,1.45,15023,United Kingdom,4.35,2010,12,2010-12,1
537193,84406B,CREAM CUPID HEARTS COAT HANGER,1.0,2010-12-05 13:49:00,3.25,15023,United Kingdom,3.25,2010,12,2010-12,1
537196,84988,SET OF 72 PINK HEART PAPER DOILIES,1.0,2010-12-05 13:55:00,1.45,15426,United Kingdom,1.45,2010,12,2010-12,1
537195,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",1.0,2010-12-05 13:55:00,1.25,15311,United Kingdom,1.25,2010,12,2010-12,1
537195,79321,CHILLI LIGHTS,24.0,2010-12-05 13:55:00,4.25,15311,United Kingdom,102.0,2010,12,2010-12,1
537197,22842,BISCUIT TIN VINTAGE RED,2.0,2010-12-05 14:02:00,6.75,12647,Germany,13.5,2010,12,2010-12,1
537201,22834,HAND WARMER BABUSHKA DESIGN,12.0,2010-12-05 14:19:00,2.1,12472,Germany,25.200000000000003,2010,12,2010-12,1
537201,85049E,SCANDINAVIAN REDS RIBBONS,12.0,2010-12-05 14:19:00,1.25,12472,Germany,15.0,2010,12,2010-12,1
537201,22631,CIRCUS PARADE LUNCH BOX ,12.0,2010-12-05 14:19:00,1.95,12472,Germany,23.4,2010,12,2010-12,1
537202,21811,CHRISTMAS HANGING HEART WITH BELL,4.0,2010-12-05 14:25:00,1.25,14506,United Kingdom,5.0,2010,12,2010-12,1
537204,21014,SWISS CHALET TREE DECORATION ,5.0,2010-12-05 14:45:00,0.85,15555,United Kingdom,4.25,2010,12,2010-12,1
537204,22045,SPACEBOY GIFT WRAP,25.0,2010-12-05 14:45:00,0.42,15555,United Kingdom,10.5,2010,12,2010-12,1
537208,20767,BLUE PAISLEY JOURNAL ,1.0,2010-12-05 15:12:00,2.55,15889,United Kingdom,2.55,2010,12,2010-12,1
537212,20712,JUMBO BAG WOODLAND ANIMALS,10.0,2010-12-05 15:21:00,1.95,12720,Germany,19.5,2010,12,2010-12,1
537214,20975,12 PENCILS SMALL TUBE RED RETROSPOT,144.0,2010-12-05 15:35:00,0.65,16422,United Kingdom,93.60000000000001,2010,12,2010-12,1
537216,22357,KINGS CHOICE BISCUIT TIN,4.0,2010-12-05 15:40:00,4.25,15502,United Kingdom,17.0,2010,12,2010-12,1
537218,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,12.0,2010-12-05 15:46:00,1.69,12763,Japan,20.28,2010,12,2010-12,1
537222,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1.0,2010-12-05 16:00:00,2.95,14404,United Kingdom,2.95,2010,12,2010-12,1
537224,22110,BIRD HOUSE HOT WATER BOTTLE,3.0,2010-12-05 16:24:00,2.55,13174,United Kingdom,7.6499999999999995,2010,12,2010-12,1
537224,22623,BOX OF VINTAGE JIGSAW BLOCKS ,2.0,2010-12-05 16:24:00,4.95,13174,United Kingdom,9.9,2010,12,2010-12,1
537224,21899,"KEY FOB , GARAGE DESIGN",2.0,2010-12-05 16:24:00,0.65,13174,United Kingdom,1.3,2010,12,2010-12,1
537224,22144,CHRISTMAS CRAFT LITTLE FRIENDS,3.0,2010-12-05 16:24:00,2.1,13174,United Kingdom,6.300000000000001,2010,12,2010-12,1
537225,22927,GREEN GIANT GARDEN THERMOMETER,1.0,2010-12-05 16:41:00,5.95,12748,United Kingdom,5.95,2010,12,2010-12,1
537242,21676,FLOWERS  STICKERS,12.0,2010-12-06 10:19:00,0.85,14748,United Kingdom,10.2,2010,12,2010-12,2
537244,22716,CARD CIRCUS PARADE,12.0,2010-12-06 10:20:00,0.42,17674,United Kingdom,5.04,2010,12,2010-12,2
537247,22174,PHOTO CUBE,48.0,2010-12-06 10:34:00,1.48,13094,United Kingdom,71.03999999999999,2010,12,2010-12,2
537248,84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,1.0,2010-12-06 10:36:00,12.75,15899,United Kingdom,12.75,2010,12,2010-12,2
537254,85049C,ROMANTIC PINKS RIBBONS ,1.0,2010-12-06 11:01:00,1.25,15898,United Kingdom,1.25,2010,12,2010-12,2
537254,22733,3D TRADITIONAL CHRISTMAS STICKERS,6.0,2010-12-06 11:01:00,1.25,15898,United Kingdom,7.5,2010,12,2010-12,2
537256,20685,DOORMAT RED RETROSPOT,10.0,2010-12-06 11:06:00,6.75,16210,United Kingdom,67.5,2010,12,2010-12,2
537258,22907,PACK OF 20 NAPKINS PANTRY DESIGN,2.0,2010-12-06 11:16:00,0.85,17227,United Kingdom,1.7,2010,12,2010-12,2
537265,22413,METAL SIGN TAKE IT OR LEAVE IT ,1.0,2010-12-06 11:26:00,2.95,15919,United Kingdom,2.95,2010,12,2010-12,2
537265,21158,MOODY GIRL DOOR HANGER ,1.0,2010-12-06 11:26:00,1.45,15919,United Kingdom,1.45,2010,12,2010-12,2
537262,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,24.0,2010-12-06 11:26:00,3.39,15039,United Kingdom,81.36,2010,12,2010-12,2
537262,21907,I'M ON HOLIDAY METAL SIGN,1.0,2010-12-06 11:26:00,2.1,15039,United Kingdom,2.1,2010,12,2010-12,2
537301,17003,BROCADE RING PURSE ,36.0,2010-12-06 11:38:00,0.21,15860,United Kingdom,7.56,2010,12,2010-12,2
537312,22192,BLUE DINER WALL CLOCK,2.0,2010-12-06 11:42:00,8.5,14189,United Kingdom,17.0,2010,12,2010-12,2
537332,22469,HEART OF WICKER SMALL,12.0,2010-12-06 11:58:00,1.65,14344,United Kingdom,19.799999999999997,2010,12,2010-12,2
537334,22486,PLASMATRONIC LAMP,2.0,2010-12-06 12:06:00,12.75,16719,United Kingdom,25.5,2010,12,2010-12,2
537334,22175,PINK OWL SOFT TOY,2.0,2010-12-06 12:06:00,2.95,16719,United Kingdom,5.9,2010,12,2010-12,2
537351,22198,LARGE POPCORN HOLDER ,2.0,2010-12-06 12:23:00,1.65,16898,United Kingdom,3.3,2010,12,2010-12,2
537362,22633,HAND WARMER UNION JACK,1.0,2010-12-06 12:34:00,2.1,17596,United Kingdom,2.1,2010,12,2010-12,2
